event_id	이름	지역	기관	기업	튜터	인원 수	대상	목적	장소	교육 방식	교육 형태	시간	횟수	주차	내용
202.0	찾아가는 어르신 스마트폰 교실	충청남도 천안시 신부동	신안동 행정복지센터	없음	김경식 교수 및 호서대학교 학생들	기사에 명시되지 않음 (하지만 1:1 교육으로 진행되었으므로 참여 어르신 수와 동일)	정보화 취약계층 어르신	세대 간 소통 및 디지털 격차 해소	신부동 동문굿모닝힐아파트 경로당	오프라인	1:1	기사에 명시되지 않음	기사에 명시되지 않음	기사에 명시되지 않음	문자, 카카오톡 등 스마트폰 사용법
203.0	찾아가는 어르신 디지털 교실	부산광역시 동래구 명장동	동래구	해당 정보 없음	디지털 배움터 강사 및 서포터즈	해당 정보 없음	어르신	디지털 기기 활용 능력 향상 및 디지털 소외 해소	명장 유림아파트 경로당 (및 지역 내 경로당, 장애인 시설)	오프라인	그룹	해당 정보 없음	해당 정보 없음	해당 정보 없음	키오스크 활용(기차표 예매, 햄버거 주문 등), 스마트폰 기본 기능, 사진 촬영 및 편집, 인터넷 정보 검색, 생활 편의 앱 활용 등
204.0	한글햇살버스	전국 시/군/구/읍면동 (지역 특성에 따라 다름)	교육부	해당 없음	해당 없음 (교육기관에서 선발)	해당 없음 (사업 참여자 수에 따라 다름)	60대 이상 고령층 (디지털 정보화 수준 낮은 계층)	고령층의 디지털 일상생활 적응 지원	경로당, 강당, 지역 회관 등	오프라인	그룹	해당 없음 (교육 과정에 따라 다름)	해당 없음 (교육 과정에 따라 다름)	해당 없음 (교육 과정에 따라 다름)	키오스크 사용법, 배달·쇼핑앱 이용법 등
205.0	키오스크 사용법 교육	경기도 수원시 팔달구	국가평생교육진흥원	한국맥도날드	(명시되지 않음, 추정: 수원제일평생제일학교 교사)	13명 + 추가 현장 실습 참여자	디지털 취약 계층 (평균 연령 70대 초반 어르신)	디지털 격차 해소 및 키오스크 사용 편의 증진	수원제일평생제일학교, 맥도날드 수원화성DT점	오프라인	그룹	(명시되지 않음)	(명시되지 않음)	(명시되지 않음)	키오스크 기본 개념, 사용 메뉴얼, 영어 단어(Order, Take out) 등
206.0															
207.0	스마트 주거서비스 활용법 교육	서울특별시 강동구	서울주택도시공사(SH공사)	서울디지털재단	어디나지원단 어르신 강사	불명	강동리엔파크 9단지 어르신	스마트 주거서비스 앱 사용 활성화 및 디지털 역량 강화	강동리엔파크 9단지	오프라인	1:1	불명	2회	4주	스마트 주거서비스 앱 사용법
208.0	스마트폰(걷쥬앱)사용과 무인단말기 무료교육	충청남도 예산군	예산군보건소		디지털배움터 직원	기사에 명시되지 않음	어르신 (특히 디지털 취약계층)	걷기운동을 통한 건강한 노후생활 지원 및 무인단말기 활용을 통한 일상생활 불편 해소	19개 걷기운동마을	오프라인	그룹	기사에 명시되지 않음	기사에 명시되지 않음	1달	걷쥬앱 사용법, 무인단말기(패스트푸드점, 카페, 기차, 영화관, 무인민원발급기, 주차 정산기 등) 사용법
209.0	디지털 문해교육 (컴퓨터 기초 수업)	충청남도 공주시 유구읍	공주교육지원청 유구도서관	없음	조은숙 관장 (등 기타 강사)	9명	지역 어르신	컴퓨터 사용 어려움 해소 및 인터넷 활용 능력 향상	유구도서관	오프라인	그룹	(자료에 미제공)	(자료에 미제공)	4주	컴퓨터 키보드 익히기, 기본 사용법, 인터넷 활용법
210.0	시니어 스마트폰 활용 교육	전라북도 고창군	고창군립도서관				50대 이상 스마트폰 사용자	정보소외계층의 디지털 활용 능력 향상 및 세대 간 정보화 격차 해소	고창군립도서관	오프라인	그룹		1	5	스마트폰 기본 기능, 보이스피싱 예방법, 키오스크 이용, 카메라 촬영법 등
211.0															
212.0	디지털 문해교육 (키오스크 교육 예시)	서울특별시 종로구	서울재가노인복지협회 (추정)				디지털 약자 어르신	키오스크 및 스마트폰 사용 능력 향상	롯데리아 동묘역점 등	오프라인	그룹 (추정)	불명	불명	불명	키오스크 주문 등 디지털 기기 활용
212.0	기초 문해교육 (읽기·쓰기·셈하기)	전국	교육부			불명 (11만부 교과서 보급)	비문해·저학력 성인	읽기, 쓰기, 셈하기 능력 향상	평생교육시설, 야학, 경로당, 마을회관, 가정	오프라인/온라인	1대1/그룹	불명	불명	불명	기초 문해 능력 향상
212.0	광역 지자체 단위 디지털 문해교육	전국 광역 지자체	교육부			불명	디지털 약자	디지털 기기 활용 능력 향상		오프라인/온라인	불명	불명	불명	불명	디지털 기기 활용 교육
213.0	어르신을 위한 스마트폰 기초교육	부산광역시 연제구 연산3동	연제구 연산3동 행정복지센터			불명	어르신	스마트폰 활용 방법 교육, 사회 활동 및 세대 간 교류 증진	연제구 연산3동 행정복지센터 3층 강의실	오프라인	그룹	불명	불명	불명	스마트폰 기본 기능 익히기, 각종 앱 설치 방법 및 활용, 사진 편집 등
214.0	스마트폰과 친해지기 특강	부산광역시 연제구 연산8동	연산8동	없음	미상	19명	65세 이상 어르신	스마트폰 기본 기능 익히기 및 실생활 활용 능력 향상	미상 (연산8동 내)	오프라인	그룹	미상	미상	미상	스마트폰 기본 기능 익히기, QR코드 활용, 네이버 스마트 렌즈 활용 등
215.0	생활 밀착형 디지털 역량강화 교육	부산광역시 연제구 거제1동	연제구 거제1동			(명시되지 않음)	어르신	키오스크 사용법 등 디지털 역량 강화	(명시되지 않음)	오프라인	그룹	7시간	2회	1주	키오스크 사용법
216.0	디지털배움터 교육(상설배움터)	충청남도 홍성군	충청남도	과학기술정보통신부, 한국지능정보사회진흥원(NIA)	문단에서 언급되지 않음	문단에서 언급되지 않음	고령층, 장애인, 다문화 가정 등 정보화 취약계층	디지털 격차 해소 및 디지털 역량 배양	홍성군노인종합복지관 내 ‘스마트 어르신 놀이터’	오프라인	그룹	문단에서 언급되지 않음	문단에서 언급되지 않음	문단에서 언급되지 않음	금융 피싱 예방, 본인 및 공공인증, 온라인 콘텐츠 제작 등
216.0	디지털배움터 교육(체험존)	충청남도 홍성군	충청남도	과학기술정보통신부, 한국지능정보사회진흥원(NIA)	문단에서 언급되지 않음	문단에서 언급되지 않음	고령층, 장애인, 다문화 가정 등 정보화 취약계층	디지털 격차 해소 및 디지털 역량 배양	홍성군노인종합복지관 내 체험존	오프라인	그룹	문단에서 언급되지 않음	문단에서 언급되지 않음	문단에서 언급되지 않음	키오스크, 가상현실(VR)로 배우는 심폐소생술, 뇌 건강 프로그램 등
216.0	디지털배움터 교육(찾아가는 교육)	충청남도 읍면 단위	충청남도	과학기술정보통신부, 한국지능정보사회진흥원(NIA)	전문강사	문단에서 언급되지 않음	3인 이상 단체 또는 개인	디지털 격차 해소 및 디지털 역량 배양	수요처	오프라인	그룹(3인 이상) 또는 1:1(개인)	문단에서 언급되지 않음	문단에서 언급되지 않음	문단에서 언급되지 않음	문단에서 언급되지 않음
216.0	디지털배움터 교육(찾아가는 에듀버스)	충청남도 읍면 단위	충청남도	과학기술정보통신부, 한국지능정보사회진흥원(NIA)	전문강사	문단에서 언급되지 않음	문단에서 언급되지 않음	디지털 격차 해소 및 디지털 역량 배양	에듀버스	오프라인	그룹	문단에서 언급되지 않음	문단에서 언급되지 않음	문단에서 언급되지 않음	문단에서 언급되지 않음
217.0	농어촌 IT 서포터즈	충청북도 영동군 황간면 신평리	한국농어촌공사 충북지역본부, 대한노인회 충청북도연합회	KT 충남충북광역본부	기사에 명시되지 않음	20여 명	경로당 어르신	농어촌 어르신의 디지털 소외 문제 해소	신평리 여자경로당	오프라인	그룹	기사에 명시되지 않음	기사에 명시되지 않음	기사에 명시되지 않음	키오스크, 테이블오더 등 IT기기 사용법, 스마트폰 기능 활용
218.0	키오스크 체험교육	경기도 안양시 동안구	동안구청	없음	부흥사회복지관 키오스크 강사단	50명	노인일자리 사업 참여 어르신	키오스크 사용법 숙지 및 디지털 사회 적응력 향상	동안구청 (추정)	오프라인	1대1	(불명)	(불명)	(불명)	키오스크 사용법
219.0	경로당 어르신을 위한 찾아가는 스마트폰 교육	경기도 안양시 동안구	안양시 동안구청	없음	디지털 사회공헌활동가 자원봉사 강사 2명, 대학생 행정체험 연수생 3명	(정확한 인원수는 명시되지 않았으나) 14개 경로당 어르신	경로당 어르신	디지털 매체 접근성 강화 및 세대 간 소통 활성화	14개 경로당	오프라인	1:1	(정확한 시간은 명시되지 않았으나) 2일차 강의+실습	2회	1주	와이파이 사용법, 돋보기 기능, 화면 캡쳐, 사진 보내기, 대중교통 이용하기 등
220.0	노년층 디지털 격차 해소 교육	전국 시/군/구/읍면동	SK텔레콤 공식인증대리점	SK텔레콤	T크루 (대리점 직원)	기사에 명시되지 않음	만 65세 이상 시니어 고객	스마트폰 활용 능력 향상	SK텔레콤 공식인증대리점	오프라인	그룹	기사에 명시되지 않음	기사에 명시되지 않음	기사에 명시되지 않음	스마트폰 기본 기능 설정(글자 크기, 밝기 조절 등), 카카오톡 프로필 설정, 유튜브 링크 공유 등 앱 사용법
221.0	시니어 고객 대상 디지털 격차 해소 교육	전국 시/군/구/읍면동 (SK텔레콤 공식인증대리점)	SK텔레콤 공식인증대리점	SK텔레콤	T크루 등 대리점 직원	불명	시니어 고객 (노년층)	디지털 격차 해소, 스마트폰 활용 능력 향상	SK텔레콤 공식인증대리점	오프라인	그룹	불명	불명	불명	스마트폰 활용 방법 교육 (태블릿 PC 활용 튜토리얼 포함)
221.0	로컬라이즈(Local:Rise) 군산	전라북도 군산시	SK E&S	SK E&S	불명	불명	청년, 지역 주민	청년 창업 지원, 지역 경제 활성화	군산	오프라인	불명	불명	불명	불명	청년 창업 및 지역 경제 활성화 관련 교육 및 소통 프로그램
222.0	현대캐피탈 시니어 디지털 인턴 프로그램	서울특별시, 강남구	현대캐피탈	현대캐피탈	현대캐피탈 직원 (구체적인 강사 명시 없음)	10명	65세 이상 시니어	고령층의 디지털 금융 이해도 향상 및 금융 사기 예방	현대캐피탈 본사	오프라인	그룹 교육	(구체적인 시간 명시 없음)	(구체적인 횟수 명시 없음)	(구체적인 기간 명시 없음, 하루로 추정)	스마트폰 활용법, 키오스크 이용법, 스마트폰을 이용한 대중교통 노선 및 길 찾기, 현대캐피탈 앱을 통한 디지털 금융 및 챗봇 서비스 학습
223.0	단양군 어르신 대상 스마트기기 활용 교육	충청북도 단양군 (읍면동 상세 정보 없음)	단양군	없음	없음	300명 (목표)	단양군 어르신	디지털 격차 해소 및 삶의 질 향상	각 마을 경로당 등	오프라인	그룹	2시간 (총 10시간)	1회/주 (5일간)	1주	스마트폰 기초, 교통 앱 활용, 병원 예약, 금융 서비스 이용, 카페/식당 키오스크 사용 등
224.0	무료 스마트폰 강좌	부산광역시 해운대구 좌3동	해운대구 좌3동 주민자치위원회			20명	만 60세 이상 어르신	스마트폰 사용을 어려워하는 어르신들의 생활 편의성 증대 및 이웃과의 소통 증진		오프라인	그룹			12주 (7월~9월)	스마트폰의 전반적 이해, 폰 카메라 활용법, 카톡 사용법과 사진 전송
225.0	어르신 스마트폰 활용 교육	부산광역시 해운대구 재송2동	해운대구 재송2동 행정복지센터	없음	명시되지 않음	명시되지 않음	만 60세 이상 어르신	스마트폰 활용 능력 향상	재송2동 한빛문화센터 1층	오프라인	그룹	명시되지 않음	1	4	스마트폰 일반 기능, 카카오톡 활용법, 온라인 결제 방법
226.0	찾아가는 정보화 교육 (수업하는 경로당)	경기도 파주시 읍면동	파주시	㈜케이티	㈜케이티 소속 정보통신 강사(파주 정보통신 봉사단원)	불명	정보 취약계층(고령층)	정보 격차 해소 및 정보화 분야 관심 증대	경로당 7곳	오프라인	그룹	불명	불명	5주	휴대전화 기초교육
227.0	정보화 기기 활용 교육	경기도 파주시 목동동	파주시	한 통신회사 (구체적인 회사명 미언급)	60대 이상 시니어 자원봉사자 (박충섭씨 등 포함)	불명	어르신	스마트폰 및 인공지능 플랫폼 활용 능력 향상	경로당, 노인복지관	오프라인	그룹	불명	불명	불명	스마트폰 활용법, 인공지능 플랫폼 사용법 등
